DIRECTORIO,P1806,mes
7859445,900000,Julio_2024
7859452,1200000,Julio_2024
7859452,1300000,Julio_2024
7859455,1000000,Julio_2024
7859457,1300000,Julio_2024
7859457,900000,Julio_2024
7859469,1800000,Julio_2024
7859487,1300000,Julio_2024
7859495,1300000,Julio_2024
7859497,1600000,Julio_2024
7859499,1600000,Julio_2024
7859502,1300000,Julio_2024
7859516,1300000,Julio_2024
7859516,1300000,Julio_2024
7859524,1300000,Julio_2024
7859527,4200000,Julio_2024
7859528,1400000,Julio_2024
7859529,1300000,Julio_2024
7859538,2000000,Julio_2024
7859542,1500000,Julio_2024
7859545,1500000,Julio_2024
7859552,1000000,Julio_2024
7859555,1300000,Julio_2024
7859565,1000000,Julio_2024
7859581,1300000,Julio_2024
7859592,2500000,Julio_2024
7859595,10000000,Julio_2024
7859598,2600000,Julio_2024
7859625,1300000,Julio_2024
7859628,1300000,Julio_2024
7859634,1300000,Julio_2024
7859646,800000,Julio_2024
7859663,1300000,Julio_2024
7859703,1300000,Julio_2024
7859709,1300000,Julio_2024
7859709,1300000,Julio_2024
7859716,1300000,Julio_2024
7859724,1500000,Julio_2024
7859728,1300000,Julio_2024
7859736,2500000,Julio_2024
7859738,2500000,Julio_2024
7859754,1300000,Julio_2024
7859756,1000000,Julio_2024
7859759,1500000,Julio_2024
7859768,1300000,Julio_2024
7859777,2000000,Julio_2024
7859778,600000,Julio_2024
7859792,1300000,Julio_2024
7859796,2000000,Julio_2024
7859803,1000000,Julio_2024
7859807,1300000,Julio_2024
7859818,1300000,Julio_2024
7859819,1600000,Julio_2024
7859823,1300000,Julio_2024
7859825,1300000,Julio_2024
7859829,1300000,Julio_2024
7859830,2000000,Julio_2024
7859838,1300000,Julio_2024
7859857,1300000,Julio_2024
7859872,1300000,Julio_2024
7859872,1300000,Julio_2024
7859873,3000000,Julio_2024
7859879,2000000,Julio_2024
7859882,98,Julio_2024
7859882,98,Julio_2024
7859892,1300000,Julio_2024
7859892,1300000,Julio_2024
7859894,1300000,Julio_2024
7859898,1500000,Julio_2024
7859900,2500000,Julio_2024
7859911,3800000,Julio_2024
7859915,2500000,Julio_2024
7859925,1000000,Julio_2024
7859931,1000000,Julio_2024
7859932,1300000,Julio_2024
7859941,1500000,Julio_2024
7859942,98,Julio_2024
7859944,1462000,Julio_2024
7859945,1800000,Julio_2024
7859947,1462000,Julio_2024
7859960,1300000,Julio_2024
7859980,800000,Julio_2024
7860011,1300000,Julio_2024
7860011,1300000,Julio_2024
7860013,1200000,Julio_2024
7860014,1462000,Julio_2024
7860017,1200000,Julio_2024
7860021,1300000,Julio_2024
7860026,1200000,Julio_2024
7860027,1700000,Julio_2024
7860042,1300000,Julio_2024
7860043,1300000,Julio_2024
7860045,1462000,Julio_2024
7860049,1400000,Julio_2024
7860052,1300000,Julio_2024
7860055,1000000,Julio_2024
7860058,1000000,Julio_2024
7860058,1000000,Julio_2024
7860063,3000000,Julio_2024
7860064,600000,Julio_2024
7860065,1200000,Julio_2024
7860084,2000000,Julio_2024
7860092,1000000,Julio_2024
7860093,600000,Julio_2024
7860093,1000000,Julio_2024
7860097,1300000,Julio_2024
7860107,1300000,Julio_2024
7860109,1300000,Julio_2024
7860109,2000000,Julio_2024
7860110,1300000,Julio_2024
7860121,1460000,Julio_2024
7860128,2000000,Julio_2024
7860153,1300000,Julio_2024
7860155,2000000,Julio_2024
7860159,2000000,Julio_2024
7860163,1300000,Julio_2024
7860164,800000,Julio_2024
7860165,2000000,Julio_2024
7860177,1000000,Julio_2024
7860178,1300000,Julio_2024
7860184,800000,Julio_2024
7860187,1300000,Julio_2024
7860190,800000,Julio_2024
7860193,1300000,Julio_2024
7860195,1000000,Julio_2024
7860198,600000,Julio_2024
7860205,1300000,Julio_2024
7860223,1350000,Julio_2024
7860224,1300000,Julio_2024
7860233,1300000,Julio_2024
7860234,1350000,Julio_2024
7860237,3000000,Julio_2024
7860238,2600000,Julio_2024
7860238,3000000,Julio_2024
7860240,1300000,Julio_2024
7860240,1300000,Julio_2024
7860246,4500000,Julio_2024
7860249,800000,Julio_2024
7860251,1200000,Julio_2024
7860273,2000000,Julio_2024
7860273,1300000,Julio_2024
7860285,1200000,Julio_2024
7860289,1000000,Julio_2024
7860293,1300000,Julio_2024
7860298,2600000,Julio_2024
7860304,1300000,Julio_2024
7860316,2000000,Julio_2024
7860333,700000,Julio_2024
7860338,500000,Julio_2024
7860357,1300000,Julio_2024
7860360,1500000,Julio_2024
7860361,1500000,Julio_2024
7860361,1500000,Julio_2024
7860376,1300000,Julio_2024
7860380,1800000,Julio_2024
7860391,1500000,Julio_2024
7860394,1500000,Julio_2024
7860396,2000000,Julio_2024
7860396,1300000,Julio_2024
7860401,2000000,Julio_2024
7860402,2500000,Julio_2024
7860409,2500000,Julio_2024
7860409,1500000,Julio_2024
7860421,1500000,Julio_2024
7860433,1000000,Julio_2024
7860439,800000,Julio_2024
7860442,500000,Julio_2024
7860445,400000,Julio_2024
7860448,800000,Julio_2024
7860448,700000,Julio_2024
7860450,1300000,Julio_2024
7860451,600000,Julio_2024
7860453,1300000,Julio_2024
7860453,1300000,Julio_2024
7860453,1300000,Julio_2024
7860455,1300000,Julio_2024
7860456,1300000,Julio_2024
7860459,3000000,Julio_2024
7860462,1300000,Julio_2024
7860472,1460000,Julio_2024
7860483,1500000,Julio_2024
7860492,1300000,Julio_2024
7860496,500000,Julio_2024
7860507,1300000,Julio_2024
7860508,1800000,Julio_2024
7860508,1300000,Julio_2024
7860511,1800000,Julio_2024
7860523,3000000,Julio_2024
7860526,1800000,Julio_2024
7860529,1300000,Julio_2024
7860529,1500000,Julio_2024
7860534,3500000,Julio_2024
7860534,5000000,Julio_2024
7860538,2000000,Julio_2024
7860560,1800000,Julio_2024
7860566,800000,Julio_2024
7860570,1300000,Julio_2024
7860574,1200000,Julio_2024
7860577,2000000,Julio_2024
7860578,600000,Julio_2024
7860580,2500000,Julio_2024
7860582,1300000,Julio_2024
7860588,2500000,Julio_2024
7860594,3000000,Julio_2024
7860599,3500000,Julio_2024
7860600,1300000,Julio_2024
7860614,1300000,Julio_2024
7860618,1200000,Julio_2024
7860621,1300000,Julio_2024
7860623,3500000,Julio_2024
7860624,1500000,Julio_2024
7860625,1300000,Julio_2024
7860628,400000,Julio_2024
7860635,1500000,Julio_2024
7860652,1300000,Julio_2024
7860656,1200000,Julio_2024
7860659,1300000,Julio_2024
7860660,1300000,Julio_2024
7860662,1000000,Julio_2024
7860665,2500000,Julio_2024
7860668,1300000,Julio_2024
7860669,1300000,Julio_2024
7860671,1600000,Julio_2024
7860679,1300000,Julio_2024
7860679,1300000,Julio_2024
7860679,1300000,Julio_2024
7860680,1300000,Julio_2024
7860680,2500000,Julio_2024
7860680,2800000,Julio_2024
7860684,1300000,Julio_2024
7860689,1300000,Julio_2024
7860692,1300000,Julio_2024
7860693,1300000,Julio_2024
7860694,3000000,Julio_2024
7860695,2000000,Julio_2024
7860697,1300000,Julio_2024
7860700,1300000,Julio_2024
7860703,1462000,Julio_2024
7860705,1300000,Julio_2024
7860708,1300000,Julio_2024
7860711,1600000,Julio_2024
7860716,1400000,Julio_2024
7860731,1300000,Julio_2024
7860740,1800000,Julio_2024
7860748,2800000,Julio_2024
7860763,1500000,Julio_2024
7860764,1400000,Julio_2024
7860797,1200000,Julio_2024
7860798,1500000,Julio_2024
7860800,1400000,Julio_2024
7860805,1200000,Julio_2024
7860821,1300000,Julio_2024
7860826,1300000,Julio_2024
7860831,1300000,Julio_2024
7860833,1300000,Julio_2024
7860837,3500000,Julio_2024
7860841,3000000,Julio_2024
7860853,1462000,Julio_2024
7860874,450000,Julio_2024
7860876,800000,Julio_2024
7860877,2000000,Julio_2024
7860886,1300000,Julio_2024
7860889,1300000,Julio_2024
7860889,500000,Julio_2024
7860890,1300000,Julio_2024
7860894,1000000,Julio_2024
7860897,1300000,Julio_2024
7860900,400000,Julio_2024
7860904,500000,Julio_2024
7860905,800000,Julio_2024
7860917,800000,Julio_2024
7860917,800000,Julio_2024
7860917,1000000,Julio_2024
7860920,2500000,Julio_2024
7860920,2500000,Julio_2024
7860927,1000000,Julio_2024
7860927,1000000,Julio_2024
7860930,2000000,Julio_2024
7860936,700000,Julio_2024
7860943,500000,Julio_2024
7860943,800000,Julio_2024
7860943,800000,Julio_2024
7860972,1300000,Julio_2024
7860983,400000,Julio_2024
7860983,400000,Julio_2024
7860985,2300000,Julio_2024
7860986,1300000,Julio_2024
7860989,1400000,Julio_2024
7860992,1300000,Julio_2024
7860994,4000000,Julio_2024
7861018,1300000,Julio_2024
7861022,600000,Julio_2024
7861022,1500000,Julio_2024
7861023,2000000,Julio_2024
7861031,2000000,Julio_2024
7861038,1300000,Julio_2024
7861064,1300000,Julio_2024
7861072,1300000,Julio_2024
7861077,1300000,Julio_2024
7861080,1000000,Julio_2024
7861081,1462000,Julio_2024
7861082,1300000,Julio_2024
7861089,1300000,Julio_2024
7861093,1300000,Julio_2024
7861093,1300000,Julio_2024
7861099,1300000,Julio_2024
7861102,1000000,Julio_2024
7861104,3000000,Julio_2024
7861106,1300000,Julio_2024
7861109,1300000,Julio_2024
7861113,1500000,Julio_2024
7861115,1300000,Julio_2024
7861121,1300000,Julio_2024
7861132,2500000,Julio_2024
7861137,1000000,Julio_2024
7861145,2500000,Julio_2024
7861146,1400000,Julio_2024
7861146,2500000,Julio_2024
7861150,1300000,Julio_2024
7861158,2000000,Julio_2024
7861164,3500000,Julio_2024
7861168,1300000,Julio_2024
7861173,4000000,Julio_2024
7861178,1300000,Julio_2024
7861179,1300000,Julio_2024
7861181,1300000,Julio_2024
7861197,1300000,Julio_2024
7861227,1300000,Julio_2024
7861244,600000,Julio_2024
7861266,1300000,Julio_2024
7861267,1300000,Julio_2024
7861267,1300000,Julio_2024
7861267,1300000,Julio_2024
7861271,1300000,Julio_2024
7861274,2500000,Julio_2024
7861278,1500000,Julio_2024
7861282,1200000,Julio_2024
7861283,1100000,Julio_2024
7861283,800000,Julio_2024
7861283,700000,Julio_2024
7861287,1500000,Julio_2024
7861287,2000000,Julio_2024
7861289,1300000,Julio_2024
7861290,1300000,Julio_2024
7861294,600000,Julio_2024
7861295,1000000,Julio_2024
7861297,800000,Julio_2024
7861298,800000,Julio_2024
7861312,1200000,Julio_2024
7861331,600000,Julio_2024
7861338,800000,Julio_2024
7861339,2000000,Julio_2024
7861341,1300000,Julio_2024
7861344,1300000,Julio_2024
7861347,600000,Julio_2024
7861352,1300000,Julio_2024
7861360,1200000,Julio_2024
7861360,1400000,Julio_2024
7861371,5000000,Julio_2024
7861371,3000000,Julio_2024
7861372,1300000,Julio_2024
7861387,1300000,Julio_2024
7861387,650000,Julio_2024
7861388,1300000,Julio_2024
7861388,1300000,Julio_2024
7861390,1300000,Julio_2024
7861391,1300000,Julio_2024
7861393,1400000,Julio_2024
7861395,650000,Julio_2024
7861398,2000000,Julio_2024
7861411,1500000,Julio_2024
7861417,1400000,Julio_2024
7861418,650000,Julio_2024
7861426,1300000,Julio_2024
7861427,1300000,Julio_2024
7861428,1300000,Julio_2024
7861430,700000,Julio_2024
7861433,1300000,Julio_2024
7861437,1300000,Julio_2024
7861438,1300000,Julio_2024
7861442,800000,Julio_2024
7861447,1500000,Julio_2024
7861448,1300000,Julio_2024
7861461,1400000,Julio_2024
7861474,700000,Julio_2024
7861479,1300000,Julio_2024
7861497,2000000,Julio_2024
7861516,2500000,Julio_2024
7861522,1300000,Julio_2024
7861525,2500000,Julio_2024
7861528,1300000,Julio_2024
7861533,3500000,Julio_2024
7861535,1300000,Julio_2024
7861548,1300000,Julio_2024
7861553,2500000,Julio_2024
7861557,2000000,Julio_2024
7861557,1300000,Julio_2024
7861569,1300000,Julio_2024
7861577,600000,Julio_2024
7861577,1000000,Julio_2024
7861583,1300000,Julio_2024
7861586,1300000,Julio_2024
7861599,1000000,Julio_2024
7861599,800000,Julio_2024
7861600,1300000,Julio_2024
7861603,1300000,Julio_2024
7861606,1300000,Julio_2024
7861611,2500000,Julio_2024
7861616,1300000,Julio_2024
7861617,700000,Julio_2024
7861617,1300000,Julio_2024
7861622,1300000,Julio_2024
7861622,1500000,Julio_2024
7861626,2000000,Julio_2024
7861626,1500000,Julio_2024
7861630,1500000,Julio_2024
7861634,3000000,Julio_2024
7861636,2600000,Julio_2024
7861636,1500000,Julio_2024
7861637,1300000,Julio_2024
7861638,1800000,Julio_2024
7861650,5000000,Julio_2024
7861655,1500000,Julio_2024
7861664,1300000,Julio_2024
7861671,1600000,Julio_2024
7861672,1300000,Julio_2024
7861687,1300000,Julio_2024
7861690,1300000,Julio_2024
7861694,1400000,Julio_2024
7861702,3000000,Julio_2024
7861704,1500000,Julio_2024
7861722,1300000,Julio_2024
7861732,2000000,Julio_2024
7861735,1300000,Julio_2024
7861736,1300000,Julio_2024
7861748,1300000,Julio_2024
7861753,1300000,Julio_2024
7861754,1300000,Julio_2024
7861755,1300000,Julio_2024
7861757,1300000,Julio_2024
7861763,1300000,Julio_2024
7861768,600000,Julio_2024
7861772,1300000,Julio_2024
7861788,1300000,Julio_2024
7861814,1600000,Julio_2024
7861825,1300000,Julio_2024
7861828,1000000,Julio_2024
7861829,1200000,Julio_2024
7861833,1600000,Julio_2024
7861835,1300000,Julio_2024
7861838,1300000,Julio_2024
7861839,1300000,Julio_2024
7861842,1300000,Julio_2024
7861853,1300000,Julio_2024
7861860,1300000,Julio_2024
7861863,2500000,Julio_2024
7861864,2000000,Julio_2024
7861867,1300000,Julio_2024
7861870,1300000,Julio_2024
7861882,1300000,Julio_2024
7861895,2500000,Julio_2024
7861901,1300000,Julio_2024
7861909,1000000,Julio_2024
7861921,1300000,Julio_2024
7861938,2500000,Julio_2024
7861940,3500000,Julio_2024
7861946,500000,Julio_2024
7861954,1300000,Julio_2024
7861955,800000,Julio_2024
7861955,800000,Julio_2024
7861960,1000000,Julio_2024
7861961,1300000,Julio_2024
7861963,1000000,Julio_2024
7861963,1000000,Julio_2024
7861965,1400000,Julio_2024
7861969,1300000,Julio_2024
7861972,1300000,Julio_2024
7861975,2000000,Julio_2024
7861981,1300000,Julio_2024
7861991,1300000,Julio_2024
7861992,1300000,Julio_2024
7862000,1300000,Julio_2024
7862000,1300000,Julio_2024
7862000,1600000,Julio_2024
7862013,1500000,Julio_2024
7862017,1300000,Julio_2024
7862019,1300000,Julio_2024
7862040,1000000,Julio_2024
7862045,4000000,Julio_2024
7862076,1300000,Julio_2024
7862078,1300000,Julio_2024
7862090,1300000,Julio_2024
7862090,1000000,Julio_2024
7862090,1300000,Julio_2024
7862091,1300000,Julio_2024
7862093,1500000,Julio_2024
7862094,1000000,Julio_2024
7862095,1000000,Julio_2024
7862100,1300000,Julio_2024
7862110,1300000,Julio_2024
7862118,1300000,Julio_2024
7862118,1300000,Julio_2024
7862120,1300000,Julio_2024
7862128,1300000,Julio_2024
7862146,1300000,Julio_2024
7862161,4000000,Julio_2024
7862201,1300000,Julio_2024
7862201,1300000,Julio_2024
7862203,1300000,Julio_2024
7862220,2000000,Julio_2024
7862222,1300000,Julio_2024
7862222,1300000,Julio_2024
7862223,1300000,Julio_2024
7862228,1300000,Julio_2024
7862229,1300000,Julio_2024
7862235,1300000,Julio_2024
7862242,650000,Julio_2024
7862245,650000,Julio_2024
7862245,1300000,Julio_2024
7862248,2000000,Julio_2024
7862248,1300000,Julio_2024
7862250,1300000,Julio_2024
7862276,1300000,Julio_2024
7862297,1300000,Julio_2024
7862300,1300000,Julio_2024
7862302,1300000,Julio_2024
7862310,1500000,Julio_2024
7862318,2000000,Julio_2024
7862329,3000000,Julio_2024
7862336,1300000,Julio_2024
7862346,1300000,Julio_2024
7862354,1200000,Julio_2024
7862364,1800000,Julio_2024
7862372,1300000,Julio_2024
7862377,1300000,Julio_2024
7862399,1300000,Julio_2024
7862405,8000000,Julio_2024
7862422,1300000,Julio_2024
7862428,1300000,Julio_2024
7862431,1300000,Julio_2024
7862432,800000,Julio_2024
7862432,900000,Julio_2024
7862444,1300000,Julio_2024
7862449,1000000,Julio_2024
7862450,1400000,Julio_2024
7862451,2100000,Julio_2024
7862452,1300000,Julio_2024
7862456,700000,Julio_2024
7862470,1300000,Julio_2024
7862470,2500000,Julio_2024
7862474,1300000,Julio_2024
7862476,700000,Julio_2024
7862480,1500000,Julio_2024
7862485,2000000,Julio_2024
7862485,2000000,Julio_2024
7862495,4000000,Julio_2024
7862496,2600000,Julio_2024
7862500,2000000,Julio_2024
7862503,1462000,Julio_2024
7862503,1462000,Julio_2024
7862504,2500000,Julio_2024
7862508,1300000,Julio_2024
7862514,600000,Julio_2024
7862515,800000,Julio_2024
7862518,1000000,Julio_2024
7862518,1500000,Julio_2024
7862522,1300000,Julio_2024
7862522,800000,Julio_2024
7862523,1300000,Julio_2024
7862539,1000000,Julio_2024
7862546,1300000,Julio_2024
7862553,2000000,Julio_2024
7862556,3500000,Julio_2024
7862561,3000000,Julio_2024
7862584,600000,Julio_2024
7862590,1300000,Julio_2024
7862600,2000000,Julio_2024
7862601,1300000,Julio_2024
7862604,1300000,Julio_2024
7862613,2500000,Julio_2024
7862617,1300000,Julio_2024
7862620,1300000,Julio_2024
7862623,1300000,Julio_2024
7862634,1300000,Julio_2024
7862644,2000000,Julio_2024
7862652,1300000,Julio_2024
7862655,1300000,Julio_2024
7862656,1000000,Julio_2024
7862658,1300000,Julio_2024
7862658,1300000,Julio_2024
7862659,1300000,Julio_2024
7862660,1300000,Julio_2024
7862662,1300000,Julio_2024
7862662,1300000,Julio_2024
7862674,1600000,Julio_2024
7862676,1300000,Julio_2024
7862688,1300000,Julio_2024
7862692,800000,Julio_2024
7862700,1300000,Julio_2024
7862702,2500000,Julio_2024
7862702,2300000,Julio_2024
7862710,1300000,Julio_2024
7862710,1300000,Julio_2024
7862712,1300000,Julio_2024
7862724,1300000,Julio_2024
7862734,1300000,Julio_2024
7862735,2000000,Julio_2024
7862736,3000000,Julio_2024
7862736,1300000,Julio_2024
7862740,2500000,Julio_2024
7862741,1400000,Julio_2024
7862754,4000000,Julio_2024
7862763,1462000,Julio_2024
7862763,1462000,Julio_2024
7862763,1462000,Julio_2024
7862764,1000000,Julio_2024
7862764,1300000,Julio_2024
7862765,1300000,Julio_2024
7862772,1500000,Julio_2024
7862778,1300000,Julio_2024
7862784,1462000,Julio_2024
7862784,1462000,Julio_2024
7862784,1462000,Julio_2024
7862790,1300000,Julio_2024
7862795,1300000,Julio_2024
7862796,800000,Julio_2024
7862797,1300000,Julio_2024
7862802,800000,Julio_2024
7862806,1462000,Julio_2024
7862806,1462000,Julio_2024
7862809,1462000,Julio_2024
7862810,1300000,Julio_2024
7862811,1462000,Julio_2024
7862811,400000,Julio_2024
7862813,1300000,Julio_2024
7862818,1300000,Julio_2024
7862818,1300000,Julio_2024
7862820,1500000,Julio_2024
7862825,1300000,Julio_2024
7862830,1000000,Julio_2024
7862831,1500000,Julio_2024
7862835,1600000,Julio_2024
7862837,1300000,Julio_2024
7862839,1300000,Julio_2024
7862839,1300000,Julio_2024
7862839,2000000,Julio_2024
7862841,1300000,Julio_2024
7862842,2400000,Julio_2024
7862851,1300000,Julio_2024
7862863,3000000,Julio_2024
7862872,1200000,Julio_2024
7862888,1500000,Julio_2024
7862896,99,Julio_2024
7862910,2500000,Julio_2024
7862910,600000,Julio_2024
7862915,1300000,Julio_2024
7862916,1300000,Julio_2024
7862919,1500000,Julio_2024
7862921,1900000,Julio_2024
7862928,1300000,Julio_2024
7862932,1300000,Julio_2024
7862937,1400000,Julio_2024
7862938,1300000,Julio_2024
7862942,1300000,Julio_2024
7862942,1300000,Julio_2024
7862964,1300000,Julio_2024
7862964,1300000,Julio_2024
7862965,1300000,Julio_2024
7862995,130000,Julio_2024
7863013,1300000,Julio_2024
7863021,1300000,Julio_2024
7863027,1500000,Julio_2024
7863035,1300000,Julio_2024
7863036,2500000,Julio_2024
7863037,2000000,Julio_2024
7863047,1300000,Julio_2024
7863057,1300000,Julio_2024
7863058,1300000,Julio_2024
7863065,2500000,Julio_2024
7863087,1000000,Julio_2024
7863108,2000000,Julio_2024
7863108,1300000,Julio_2024
7863113,2000000,Julio_2024
7863120,1300000,Julio_2024
7863131,600000,Julio_2024
7863133,1300000,Julio_2024
7863134,1300000,Julio_2024
7863134,1300000,Julio_2024
7863136,1300000,Julio_2024
7863137,1300000,Julio_2024
7863137,1300000,Julio_2024
7863138,1300000,Julio_2024
7863140,2400000,Julio_2024
7863142,600000,Julio_2024
7863145,600000,Julio_2024
7863145,1300000,Julio_2024
7863146,600000,Julio_2024
7863147,600000,Julio_2024
7863147,600000,Julio_2024
7863148,1000000,Julio_2024
7863149,600000,Julio_2024
7863152,3000000,Julio_2024
7863161,1300000,Julio_2024
7863165,650000,Julio_2024
7863169,900000,Julio_2024
7863170,700000,Julio_2024
7863172,1300000,Julio_2024
7863177,1300000,Julio_2024
7863187,1300000,Julio_2024
7863200,1300000,Julio_2024
7863202,3000000,Julio_2024
7863214,1300000,Julio_2024
7863226,98,Julio_2024
7863226,98,Julio_2024
7863227,98,Julio_2024
7863228,98,Julio_2024
7863231,98,Julio_2024
7863232,98,Julio_2024
7863241,1300000,Julio_2024
7863251,1300000,Julio_2024
7863254,98,Julio_2024
7863263,3000000,Julio_2024
7863263,1700000,Julio_2024
7863265,900000,Julio_2024
7863267,1300000,Julio_2024
7863271,1800000,Julio_2024
7863278,1600000,Julio_2024
7863287,1200000,Julio_2024
7863293,1900000,Julio_2024
7863302,1500000,Julio_2024
7863302,1400000,Julio_2024
7863307,5000000,Julio_2024
7863311,1800000,Julio_2024
7863314,1300000,Julio_2024
7863316,1300000,Julio_2024
7863318,1300000,Julio_2024
7863319,4000000,Julio_2024
7863324,3000000,Julio_2024
7863324,2500000,Julio_2024
7863343,1500000,Julio_2024
7863346,1400000,Julio_2024
7863350,1800000,Julio_2024
7863357,500000,Julio_2024
7863410,500000,Julio_2024
7863411,1300000,Julio_2024
7863419,1300000,Julio_2024
7863419,1300000,Julio_2024
7863420,800000,Julio_2024
7863422,1300000,Julio_2024
7863428,1300000,Julio_2024
7863429,1300000,Julio_2024
7863433,1300000,Julio_2024
7863433,600000,Julio_2024
7863444,1300000,Julio_2024
