P6800
48
30
40
42
48
42
48
32
48
48
56
40
42
40
28
45
40
30
36
36
20
8
48
48
48
60
48
48
24
40
40
40
70
48
20
54
54
32
48
48
48
35
21
24
25
40
40
27
48
36
48
12
48
45
40
32
24
45
32
49
35
84
20
40
56
21
48
45
14
48
16
56
24
18
35
14
25
35
40
20
15
15
40
32
35
8
24
40
40
56
25
40
20
35
40
40
60
50
70
30
40
40
40
35
12
35
10
40
48
49
35
28
15
54
5
70
70
44
35
48
25
35
60
20
10
30
60
40
40
40
30
50
55
50
60
55
60
10
55
55
55
40
60
60
55
55
55
55
40
38
55
60
48
40
48
55
60
48
45
30
47
40
40
48
30
48
48
48
50
60
24
48
48
49
48
48
84
30
40
47
48
48
60
30
24
48
24
48
60
48
48
48
48
48
47
47
47
50
47
48
50
50
60
60
60
48
50
48
60
55
45
60
48
48
48
48
47
50
47
40
60
48
30
48
47
48
47
50
47
48
47
48
48
16
50
47
42
50
48
20
44
45
47
47
40
72
60
47
47
47
30
47
47
60
48
48
40
48
48
48
60
78
48
48
60
40
47
47
20
42
47
50
48
35
47
48
40
47
47
47
47
47
47
48
48
47
50
18
40
6
60
32
47
47
30
45
30
40
18
30
40
36
47
47
20
47
60
50
47
47
48
48
47
48
48
48
48
48
48
60
48
47
40
48
47
60
40
15
40
48
48
30
47
52
40
48
40
47
47
47
47
60
47
47
21
48
54
55
25
40
48
48
48
50
40
20
48
30
48
40
40
8
8
48
47
48
48
48
10
47
48
48
47
48
48
48
47
16
47
47
48
48
40
50
50
50
47
50
45
47
47
56
47
47
43
40
48
40
48
50
54
30
60
60
47
60
48
48
24
47
43
40
47
45
47
60
47
47
12
47
72
72
24
48
9
50
40
60
30
30
30
30
48
48
48
48
47
48
40
24
47
6
47
45
35
47
47
47
47
47
48
50
40
47
47
48
40
44
48
47
70
50
48
60
48
60
43
43
47
40
50
48
48
48
50
48
48
48
60
47
40
48
48
40
40
48
40
40
48
54
54
48
40
54
12
47
47
42
47
50
20
40
48
48
48
48
48
48
48
48
47
48
48
48
50
30
47
47
60
47
60
24
42
48
48
48
39
48
48
40
72
47
64
47
47
16
47
40
52
30
48
58
48
48
50
30
40
48
40
4
72
20
21
80
80
48
40
50
48
46
20
45
48
47
48
40
48
47
47
48
48
40
40
50
40
48
48
16
48
60
48
48
20
45
48
48
48
48
60
40
10
18
48
48
40
40
47
42
46
48
56
15
48
56
48
48
72
24
48
50
45
40
40
40
48
54
48
48
50
60
48
4
48
70
48
48
47
48
60
60
48
48
48
30
40
60
48
48
48
48
20
48
24
60
48
48
30
70
48
20
48
36
40
32
70
60
48
96
24
48
48
48
10
60
60
30
48
40
48
18
48
21
48
20
84
8
40
60
72
15
48
40
50
48
48
48
16
16
36
48
48
72
42
60
48
27
42
36
16
10
48
48
60
72
48
50
50
50
50
48
40
50
48
48
48
60
48
72
12
48
30
48
70
10
72
47
40
15
47
56
56
40
47
47
48
47
48
40
47
47
60
40
40
48
48
45
40
40
48
48
48
48
48
40
40
30
50
72
30
60
48
30
25
48
24
48
48
48
48
48
18
40
47
48
48
48
48
46
40
48
60
48
65
50
48
24
48
48
50
50
60
40
48
48
30
36
60
48
47
48
40
48
48
20
60
40
30
48
48
48
60
48
38
40
72
48
48
48
48
50
40
48
12
54
20
15
50
30
30
44
48
84
47
15
30
53
35
66
28
60
45
48
48
40
48
40
45
47
30
47
47
60
47
47
47
47
47
47
47
47
47
50
30
30
48
30
40
40
40
47
30
48
40
48
48
48
30
48
48
48
48
47
50
48
48
40
60
60
20
48
48
30
40
25
48
48
36
48
48
40
40
48
40
40
48
48
40
48
40
56
47
47
47
56
47
47
40
48
40
40
40
48
48
60
48
44
24
48
30
40
28
47
47
47
40
47
48
24
47
40
50
40
48
60
48
60
70
40
40
40
40
48
48
48
20
36
40
32
30
48
48
48
36
48
48
48
48
48
40
48
40
72
30
40
48
48
40
30
48
30
40
30
48
40
56
36
48
48
48
48
48
40
48
36
44
48
48
48
72
20
44
60
48
48
48
36
4
60
40
40
48
30
50
8
50
50
40
47
8
6
47
40
30
50
40
40
30
48
30
40
48
48
48
40
50
48
48
48
40
40
50
40
72
48
56
48
72
60
40
40
48
72
40
48
36
48
48
48
48
48
48
48
48
48
48
48
30
40
40
48
48
48
48
48
48
40
48
48
48
48
30
40
48
48
40
48
42
42
42
24
24
48
30
50
48
24
24
40
24
20
40
30
50
48
48
60
47
47
30
48
50
56
16
16
24
24
54
46
16
36
48
47
50
50
46
46
35
47
42
40
105
47
30
25
47
47
48
47
40
47
47
48
47
10
46
46
48
48
47
47
50
3
48
47
40
47
48
46
48
48
48
48
47
50
52
40
47
47
47
46
47
36
40
47
40
48
48
47
47
51
47
48
40
48
48
30
60
60
20
47
47
16
47
47
40
47
47
60
30
48
35
47
46
40
47
47
40
8
35
40
47
8
36
48
48
60
24
48
40
35
40
47
15
60
47
40
40
40
47
36
46
46
47
48
48
30
45
24
25
20
40
35
45
47
48
40
60
48
40
84
50
47
30
47
47
60
60
40
47
47
47
50
47
42
40
46
40
45
47
47
24
70
47
40
47
47
24
47
60
42
48
46
47
20
55
45
45
25
25
48
47
48
40
20
40
48
20
48
47
47
47
47
47
54
50
72
47
40
60
24
22
47
47
47
40
40
45
46
46
46
46
50
55
48
40
48
48
48
60
47
30
47
10
47
40
45
40
48
47
45
47
47
47
90
47
35
35
50
47
54
47
47
36
45
60
47
70
45
47
60
60
48
40
50
56
20
47
47
56
56
30
46
46
46
46
46
25
48
60
40
48
20
48
48
48
47
45
44
60
40
50
60
40
36
48
47
50
20
48
48
40
35
40
46
50
47
48
46
46
47
40
24
48
30
50
48
48
60
48
23
48
45
46
24
48
50
40
47
50
48
40
60
48
42
64
47
40
55
47
48
45
35
47
40
47
70
40
47
47
47
47
42
56
65
50
48
10
47
24
47
40
48
60
47
54
48
10
47
60
40
47
40
50
45
50
50
50
47
48
52
52
45
48
48
48
48
40
40
40
40
50
72
60
48
60
48
60
54
24
55
40
50
50
50
60
90
30
40
47
48
60
30
48
55
48
45
60
48
45
48
60
60
47
60
20
47
48
20
50
60
54
40
47
40
48
30
40
30
30
48
48
50
15
60
40
47
52
20
48
30
48
20
50
72
72
72
40
50
6
48
40
40
40
60
98
70
105
50
50
50
50
48
70
30
50
78
12
30
20
40
72
40
48
50
40
40
50
72
60
48
54
84
30
72
25
11
30
60
25
35
40
47
84
15
18
18
44
50
44
48
25
25
47
45
40
60
40
84
36
60
56
54
70
54
40
20
50
48
40
40
96
60
50
60
50
50
60
40
15
20
45
48
50
50
48
72
48
60
48
15
40
40
30
48
48
48
60
40
36
60
50
40
70
48
60
48
48
48
48
47
40
40
46
50
30
24
40
18
48
54
60
40
48
35
47
70
48
48
48
48
3
24
40
6
40
40
47
48
40
50
40
42
18
30
50
20
60
48
24
47
70
70
16
48
40
40
50
65
48
48
40
40
40
48
48
48
45
47
48
40
40
70
20
50
30
30
48
50
54
47
42
56
40
60
40
48
40
72
48
40
18
47
45
60
20
47
47
40
50
45
45
40
60
60
20
16
24
60
60
50
45
40
30
40
40
68
40
60
50
48
48
48
48
47
52
50
60
50
47
48
40
47
48
40
6
40
40
18
21
10
40
24
40
10
48
12
40
47
40
50
36
54
16
48
48
40
50
40
40
50
40
30
40
54
40
40
40
20
40
50
20
24
40
24
48
60
49
72
48
50
45
48
48
40
48
48
40
48
30
28
40
40
40
48
48
48
60
40
30
48
48
54
18
30
40
40
48
60
40
48
24
48
48
48
48
56
42
48
40
56
48
60
48
48
48
48
11
48
48
48
36
40
48
48
48
48
48
36
48
50
50
48
48
40
48
48
40
48
48
30
40
48
48
48
48
48
84
60
40
70
48
48
48
48
48
60
48
48
48
48
48
48
48
48
48
40
48
48
48
48
35
48
40
48
48
48
70
48
48
48
48
48
20
40
48
48
60
12
60
60
48
50
62
48
15
48
48
48
48
48
48
40
48
48
48
48
48
40
48
48
48
48
56
48
48
84
48
48
48
48
48
3
48
60
48
48
48
48
48
48
48
84
84
64
15
84
18
16
48
30
24
8
28
48
40
50
48
48
48
48
48
48
48
48
48
48
50
48
48
21
24
48
46
72
15
20
40
50
24
48
24
70
48
48
48
42
24
48
48
65
30
72
48
40
50
48
48
20
48
48
48
48
48
48
48
48
48
40
48
48
30
50
40
48
40
48
66
20
48
54
48
20
66
24
48
20
48
48
24
50
48
14
48
48
40
30
72
48
48
48
40
48
48
70
48
60
42
15
16
24
40
40
54
40
70
48
40
30
35
48
48
40
48
48
48
40
48
48
48
48
40
42
24
48
48
48
48
48
48
10
36
50
48
40
48
63
40
48
48
48
48
52
48
48
48
48
40
25
40
50
48
48
56
48
48
48
48
40
54
54
40
48
48
50
48
36
47
25
56
20
48
20
77
48
48
48
8
48
44
48
48
48
48
45
48
40
48
48
48
10
47
30
48
48
48
50
48
48
30
40
30
40
30
40
40
48
48
48
48
48
48
48
48
40
54
44
48
48
40
48
48
30
48
30
48
47
40
30
48
48
48
48
48
30
40
40
48
48
48
48
48
48
48
48
48
30
30
48
40
47
47
47
47
30
48
48
48
30
20
48
47
48
48
48
47
48
36
50
48
50
40
48
54
20
80
47
47
47
47
8
40
40
30
50
50
48
48
48
48
40
40
48
48
48
47
48
35
48
48
48
48
48
48
48
48
48
48
48
60
48
48
