DIRECTORIO,P6500,mes
7858823,1462000,Julio_2024
7858823,1300000,Julio_2024
7858824,1300000,Julio_2024
7858824,1300000,Julio_2024
7858827,1462000,Julio_2024
7858827,1462000,Julio_2024
7858828,1200000,Julio_2024
7858828,1300000,Julio_2024
7858829,1300000,Julio_2024
7858830,1300000,Julio_2024
7858831,3900000,Julio_2024
7858832,1300000,Julio_2024
7858832,1300000,Julio_2024
7858834,1300000,Julio_2024
7858839,1300000,Julio_2024
7858839,1560000,Julio_2024
7858840,2600000,Julio_2024
7858841,1300000,Julio_2024
7858842,1300000,Julio_2024
7858843,1300000,Julio_2024
7858849,2000000,Julio_2024
7858850,3903000,Julio_2024
7858853,2000000,Julio_2024
7858853,2000000,Julio_2024
7858858,500000,Julio_2024
7858858,5200000,Julio_2024
7858859,500000,Julio_2024
7858859,600000,Julio_2024
7858860,4300000,Julio_2024
7858861,2600000,Julio_2024
7858865,1300000,Julio_2024
7858866,2400000,Julio_2024
7858868,2500000,Julio_2024
7858869,1300000,Julio_2024
7858870,1300000,Julio_2024
7858872,1300000,Julio_2024
7858874,3200000,Julio_2024
7858876,1462000,Julio_2024
7858878,1462000,Julio_2024
7858878,1462000,Julio_2024
7858878,1462000,Julio_2024
7858879,1462000,Julio_2024
7858880,1300000,Julio_2024
7858881,8000000,Julio_2024
7858882,1462000,Julio_2024
7858883,9272000,Julio_2024
7858884,5000000,Julio_2024
7858885,2400000,Julio_2024
7858886,1890000,Julio_2024
7858893,1600000,Julio_2024
7858900,1462000,Julio_2024
7858903,3500000,Julio_2024
7858904,1300000,Julio_2024
7858904,1300000,Julio_2024
7858905,1800000,Julio_2024
7858906,7000000,Julio_2024
7858906,3200000,Julio_2024
7858906,1300000,Julio_2024
7858908,1300000,Julio_2024
7858909,1800000,Julio_2024
7858909,900000,Julio_2024
7858912,3300000,Julio_2024
7858913,3468000,Julio_2024
7858918,1500000,Julio_2024
7858919,1300000,Julio_2024
7858924,3445000,Julio_2024
7858925,280000,Julio_2024
7858925,1300000,Julio_2024
7858926,4500000,Julio_2024
7858928,1462000,Julio_2024
7858929,1300000,Julio_2024
7858930,1600000,Julio_2024
7858931,3000000,Julio_2024
7858931,1300000,Julio_2024
7858932,2000000,Julio_2024
7858933,1462000,Julio_2024
7858935,1550000,Julio_2024
7858937,1300000,Julio_2024
7858938,2500000,Julio_2024
7858938,3000000,Julio_2024
7858939,2000000,Julio_2024
7858940,1300000,Julio_2024
7858940,1300000,Julio_2024
7858942,1248000,Julio_2024
7858942,1500000,Julio_2024
7858943,4000000,Julio_2024
7858943,4500000,Julio_2024
7858944,3000000,Julio_2024
7858950,1300000,Julio_2024
7858950,1300000,Julio_2024
7858953,1400000,Julio_2024
7858953,4500000,Julio_2024
7858953,2500000,Julio_2024
7858956,2000000,Julio_2024
7858956,1300000,Julio_2024
7858956,600000,Julio_2024
7858957,1600000,Julio_2024
7858959,1300000,Julio_2024
7858961,1462000,Julio_2024
7858961,1462000,Julio_2024
7858962,650000,Julio_2024
7858962,1300000,Julio_2024
7858963,1430000,Julio_2024
7858964,1300000,Julio_2024
7858964,1300000,Julio_2024
7858965,1300000,Julio_2024
7858965,1300000,Julio_2024
7858965,1300000,Julio_2024
7858966,1300000,Julio_2024
7858967,150000,Julio_2024
7858968,1300000,Julio_2024
7858968,1400000,Julio_2024
7858968,1200000,Julio_2024
7858969,1462000,Julio_2024
7858970,1462000,Julio_2024
7858971,150000,Julio_2024
7858980,1400000,Julio_2024
7858980,1300000,Julio_2024
7858980,1300000,Julio_2024
7858981,1300000,Julio_2024
7858981,1300000,Julio_2024
7858981,1300000,Julio_2024
7858985,1300000,Julio_2024
7858985,1300000,Julio_2024
7858985,1300000,Julio_2024
7858986,750000,Julio_2024
7858988,1462000,Julio_2024
7858988,2000000,Julio_2024
7858989,1300000,Julio_2024
7858990,1500000,Julio_2024
7858990,1400000,Julio_2024
7858993,1300000,Julio_2024
7858994,1300000,Julio_2024
7858997,2100000,Julio_2024
7859000,5000000,Julio_2024
7859000,2000000,Julio_2024
7859001,800000,Julio_2024
7859001,1000000,Julio_2024
7859003,5000000,Julio_2024
7859003,2500000,Julio_2024
7859003,1300000,Julio_2024
7859003,600000,Julio_2024
7859004,4600000,Julio_2024
7859004,3700000,Julio_2024
7859005,1600000,Julio_2024
7859007,1640000,Julio_2024
7859007,2000000,Julio_2024
7859008,2000000,Julio_2024
7859009,1600000,Julio_2024
7859009,1300000,Julio_2024
7859009,3000000,Julio_2024
7859012,1600000,Julio_2024
7859016,2300000,Julio_2024
7859016,4600000,Julio_2024
7859017,1200000,Julio_2024
7859017,1800000,Julio_2024
7859018,2800000,Julio_2024
7859020,200000,Julio_2024
7859021,1400000,Julio_2024
7859021,300000,Julio_2024
7859022,1200000,Julio_2024
7859027,2300000,Julio_2024
7859028,1850000,Julio_2024
7859028,7000000,Julio_2024
7859036,3800000,Julio_2024
7859037,10200000,Julio_2024
7859039,1300000,Julio_2024
7859039,1300000,Julio_2024
7859041,1800000,Julio_2024
7859044,700000,Julio_2024
7859045,50000,Julio_2024
7859048,1462000,Julio_2024
7859048,1462000,Julio_2024
7859049,1300000,Julio_2024
7859049,1300000,Julio_2024
7859053,1300000,Julio_2024
7859053,1300000,Julio_2024
7859053,1300000,Julio_2024
7859056,5000000,Julio_2024
7859056,1300000,Julio_2024
7859057,4800000,Julio_2024
7859057,2500000,Julio_2024
7859063,1520000,Julio_2024
7859064,1300000,Julio_2024
7859064,1300000,Julio_2024
7859068,1300000,Julio_2024
7859072,800000,Julio_2024
7859074,1800000,Julio_2024
7859074,1600000,Julio_2024
7859075,2309300,Julio_2024
7859075,1800000,Julio_2024
7859076,2800000,Julio_2024
7859079,900000,Julio_2024
7859080,1400000,Julio_2024
7859080,1500000,Julio_2024
7859081,3700000,Julio_2024
7859085,1800000,Julio_2024
7859085,1300000,Julio_2024
7859086,2600000,Julio_2024
7859089,1700000,Julio_2024
7859093,720000,Julio_2024
7859095,7000000,Julio_2024
7859097,1300000,Julio_2024
7859097,600000,Julio_2024
7859099,2500000,Julio_2024
7859099,950000,Julio_2024
7859100,2800000,Julio_2024
7859102,1465000,Julio_2024
7859104,1300000,Julio_2024
7859106,5000000,Julio_2024
7859107,2500000,Julio_2024
7859108,900000,Julio_2024
7859110,6000000,Julio_2024
7859110,6500000,Julio_2024
7859111,1000000,Julio_2024
7859112,6000000,Julio_2024
7859113,1300000,Julio_2024
7859114,1600000,Julio_2024
7859116,2600000,Julio_2024
7859117,1800000,Julio_2024
7859118,300000,Julio_2024
7859119,2620000,Julio_2024
7859120,1300000,Julio_2024
7859122,1700000,Julio_2024
7859122,1600000,Julio_2024
7859124,2600000,Julio_2024
7859124,1300000,Julio_2024
7859127,3900000,Julio_2024
7859127,1000000,Julio_2024
7859128,3600000,Julio_2024
7859131,2900000,Julio_2024
7859131,1400000,Julio_2024
7859132,5200000,Julio_2024
7859132,5200000,Julio_2024
7859134,3900000,Julio_2024
7859134,3000000,Julio_2024
7859134,1300000,Julio_2024
7859135,2800000,Julio_2024
7859135,800000,Julio_2024
7859136,1500000,Julio_2024
7859136,2600000,Julio_2024
7859140,1300000,Julio_2024
7859144,1300000,Julio_2024
7859145,1465000,Julio_2024
7859147,1300000,Julio_2024
7859147,1500000,Julio_2024
7859148,1300000,Julio_2024
7859148,1462000,Julio_2024
7859149,1800000,Julio_2024
7859149,1600000,Julio_2024
7859152,1000000,Julio_2024
7859153,800000,Julio_2024
7859154,400000,Julio_2024
7859155,600000,Julio_2024
7859156,600000,Julio_2024
7859158,1800000,Julio_2024
7859160,360000,Julio_2024
7859160,500000,Julio_2024
7859160,600000,Julio_2024
7859164,800000,Julio_2024
7859166,1300000,Julio_2024
7859166,1300000,Julio_2024
7859167,1300000,Julio_2024
7859168,1500000,Julio_2024
7859168,1500000,Julio_2024
7859170,1300000,Julio_2024
7859174,1460000,Julio_2024
7859176,1300000,Julio_2024
7859177,1450000,Julio_2024
7859177,900000,Julio_2024
7859179,1462000,Julio_2024
7859179,1300000,Julio_2024
7859182,1300000,Julio_2024
7859185,1300000,Julio_2024
7859190,800000,Julio_2024
7859192,1450000,Julio_2024
7859193,1000000,Julio_2024
7859195,1300000,Julio_2024
7859199,1300000,Julio_2024
7859199,1600000,Julio_2024
7859199,1300000,Julio_2024
7859200,1300000,Julio_2024
7859200,1300000,Julio_2024
7859200,1600000,Julio_2024
7859201,1300000,Julio_2024
7859202,180000,Julio_2024
7859202,1300000,Julio_2024
7859204,1300000,Julio_2024
7859205,12000000,Julio_2024
7859208,1700000,Julio_2024
7859208,2600000,Julio_2024
7859209,400000,Julio_2024
7859209,1300000,Julio_2024
7859209,1500000,Julio_2024
7859210,1800000,Julio_2024
7859210,3000000,Julio_2024
7859212,3000000,Julio_2024
7859212,1465000,Julio_2024
7859213,1300000,Julio_2024
7859214,4000000,Julio_2024
7859214,1800000,Julio_2024
7859216,4000000,Julio_2024
7859216,1692000,Julio_2024
7859217,1300000,Julio_2024
7859217,1300000,Julio_2024
7859221,1800000,Julio_2024
7859224,4200000,Julio_2024
7859225,960000,Julio_2024
7859227,1000000,Julio_2024
7859227,1300000,Julio_2024
7859228,3259700,Julio_2024
7859228,1500000,Julio_2024
7859230,600000,Julio_2024
7859232,1600000,Julio_2024
7859233,1300000,Julio_2024
7859234,1500000,Julio_2024
7859234,1300000,Julio_2024
7859235,1560000,Julio_2024
7859235,360000,Julio_2024
7859235,1320000,Julio_2024
7859236,1300000,Julio_2024
7859237,1600000,Julio_2024
7859238,1600000,Julio_2024
7859238,800000,Julio_2024
7859241,3085000,Julio_2024
7859241,2500000,Julio_2024
7859242,1800000,Julio_2024
7859245,1200000,Julio_2024
7859246,1450000,Julio_2024
7859246,1500000,Julio_2024
7859251,1300000,Julio_2024
7859252,2000000,Julio_2024
7859252,1300000,Julio_2024
7859253,1400000,Julio_2024
7859255,2000000,Julio_2024
7859255,1500000,Julio_2024
7859259,4000000,Julio_2024
7859262,1300000,Julio_2024
7859265,2200000,Julio_2024
7859266,2000000,Julio_2024
7859266,800000,Julio_2024
7859270,1300000,Julio_2024
7859270,1300000,Julio_2024
7859270,1300000,Julio_2024
7859271,1800000,Julio_2024
7859273,3000000,Julio_2024
7859274,1465000,Julio_2024
7859280,1640000,Julio_2024
7859281,1300000,Julio_2024
7859282,1300000,Julio_2024
7859284,1300000,Julio_2024
7859286,600000,Julio_2024
7859286,2500000,Julio_2024
7859290,4500000,Julio_2024
7859291,18000000,Julio_2024
7859291,7100000,Julio_2024
7859294,1763000,Julio_2024
7859295,3000000,Julio_2024
7859295,1500000,Julio_2024
7859296,2200000,Julio_2024
7859297,1462000,Julio_2024
7859297,1462000,Julio_2024
7859298,16900000,Julio_2024
7859300,1300000,Julio_2024
7859303,1300000,Julio_2024
7859307,1800000,Julio_2024
7859307,1300000,Julio_2024
7859308,1300000,Julio_2024
7859309,1300000,Julio_2024
7859309,1200000,Julio_2024
7859311,1300000,Julio_2024
7859314,2300000,Julio_2024
7859314,1300000,Julio_2024
7859314,1500000,Julio_2024
7859315,1300000,Julio_2024
7859316,400000,Julio_2024
7859316,1300000,Julio_2024
7859316,1300000,Julio_2024
7859318,1300000,Julio_2024
7859321,4000000,Julio_2024
7859321,1300000,Julio_2024
7859322,2500000,Julio_2024
7859323,700000,Julio_2024
7859324,2600000,Julio_2024
7859325,1300000,Julio_2024
7859327,1300000,Julio_2024
7859329,1300000,Julio_2024
7859330,1300000,Julio_2024
7859334,3000000,Julio_2024
7859334,1500000,Julio_2024
7859339,3000000,Julio_2024
7859343,1300000,Julio_2024
7859343,1800000,Julio_2024
7859344,2000000,Julio_2024
7859346,1800000,Julio_2024
7859346,2200000,Julio_2024
7859347,1300000,Julio_2024
7859349,1500000,Julio_2024
7859353,1300000,Julio_2024
7859355,1300000,Julio_2024
7859355,1300000,Julio_2024
7859356,400000,Julio_2024
7859360,1300000,Julio_2024
7859363,1900000,Julio_2024
7859363,3000000,Julio_2024
7859367,2200000,Julio_2024
7859371,2100000,Julio_2024
7859374,1300000,Julio_2024
7859380,1300000,Julio_2024
7859381,3200000,Julio_2024
7859386,1500000,Julio_2024
7859389,1300000,Julio_2024
7859389,1300000,Julio_2024
7859391,900000,Julio_2024
7859391,1450000,Julio_2024
7859392,1530000,Julio_2024
7859393,1300000,Julio_2024
7859394,2000000,Julio_2024
7859399,1500000,Julio_2024
7859408,600000,Julio_2024
7859416,1800000,Julio_2024
7859417,1300000,Julio_2024
7859417,1300000,Julio_2024
7859420,4300000,Julio_2024
7859421,2600000,Julio_2024
7859424,2125000,Julio_2024
7859425,4700000,Julio_2024
7859431,1800000,Julio_2024
7859431,960000,Julio_2024
7859436,2000000,Julio_2024
7859437,1300000,Julio_2024
7859439,1300000,Julio_2024
7859441,1730000,Julio_2024
7859444,1300000,Julio_2024
7859449,1300000,Julio_2024
7859449,1300000,Julio_2024
7859454,1300000,Julio_2024
7859455,1128000,Julio_2024
7859458,1000000,Julio_2024
7859460,900000,Julio_2024
7859466,2400000,Julio_2024
7859470,900000,Julio_2024
7859471,1300000,Julio_2024
7859471,1300000,Julio_2024
7859474,1300000,Julio_2024
7859474,1300000,Julio_2024
7859475,900000,Julio_2024
7859477,2600000,Julio_2024
7859477,4600000,Julio_2024
7859478,4200000,Julio_2024
7859485,1300000,Julio_2024
7859487,1300000,Julio_2024
7859499,800000,Julio_2024
7859500,700000,Julio_2024
7859501,2500000,Julio_2024
7859502,1300000,Julio_2024
7859507,400000,Julio_2024
7859508,1500000,Julio_2024
7859509,1300000,Julio_2024
7859512,550000,Julio_2024
7859514,2000000,Julio_2024
7859515,200000,Julio_2024
7859519,3500000,Julio_2024
7859520,1000000,Julio_2024
7859520,1300000,Julio_2024
7859521,1300000,Julio_2024
7859522,1300000,Julio_2024
7859522,1300000,Julio_2024
7859524,1300000,Julio_2024
7859525,1000000,Julio_2024
7859527,1500000,Julio_2024
7859529,250000,Julio_2024
7859531,2800000,Julio_2024
7859531,3000000,Julio_2024
7859532,400000,Julio_2024
7859533,1300000,Julio_2024
7859534,1300000,Julio_2024
7859535,1300000,Julio_2024
7859536,1300000,Julio_2024
7859536,1300000,Julio_2024
7859537,1000000,Julio_2024
7859537,1300000,Julio_2024
7859537,700000,Julio_2024
7859538,1700000,Julio_2024
7859539,1600000,Julio_2024
7859540,1300000,Julio_2024
7859543,2500000,Julio_2024
7859544,1800000,Julio_2024
7859546,700000,Julio_2024
7859546,1600000,Julio_2024
7859547,1500000,Julio_2024
7859547,1300000,Julio_2024
7859548,1300000,Julio_2024
7859548,1300000,Julio_2024
7859549,1800000,Julio_2024
7859549,1500000,Julio_2024
7859550,3200000,Julio_2024
7859552,1300000,Julio_2024
7859553,250000,Julio_2024
7859554,2000000,Julio_2024
7859557,1300000,Julio_2024
7859557,1200000,Julio_2024
7859558,1600000,Julio_2024
7859562,1300000,Julio_2024
7859562,1300000,Julio_2024
7859563,5500000,Julio_2024
7859565,1300000,Julio_2024
7859565,1000000,Julio_2024
7859566,3000000,Julio_2024
7859566,2000000,Julio_2024
7859567,1850000,Julio_2024
7859567,1800000,Julio_2024
7859568,600000,Julio_2024
7859569,1800000,Julio_2024
7859571,5400000,Julio_2024
7859572,1500000,Julio_2024
7859574,1840000,Julio_2024
7859576,1300000,Julio_2024
7859579,11000000,Julio_2024
7859580,1300000,Julio_2024
7859581,1600000,Julio_2024
7859582,7000000,Julio_2024
7859582,6000000,Julio_2024
7859586,5592075,Julio_2024
7859588,1300000,Julio_2024
7859588,1300000,Julio_2024
7859591,2200000,Julio_2024
7859593,1300000,Julio_2024
7859597,3000000,Julio_2024
7859599,2500000,Julio_2024
7859602,5600000,Julio_2024
7859605,1000000,Julio_2024
7859606,1300000,Julio_2024
7859611,2800000,Julio_2024
7859611,1000000,Julio_2024
7859612,200000,Julio_2024
7859614,800000,Julio_2024
7859615,700000,Julio_2024
7859618,1300000,Julio_2024
7859623,360000,Julio_2024
7859624,1300000,Julio_2024
7859628,2000000,Julio_2024
7859629,400000,Julio_2024
7859631,2000000,Julio_2024
7859632,5000000,Julio_2024
7859634,2500000,Julio_2024
7859635,2000000,Julio_2024
7859635,1000000,Julio_2024
7859640,2400000,Julio_2024
7859641,2200000,Julio_2024
7859642,4500000,Julio_2024
7859644,900000,Julio_2024
7859645,500000,Julio_2024
7859646,500000,Julio_2024
7859647,750000,Julio_2024
7859649,1400000,Julio_2024
7859650,3000000,Julio_2024
7859651,1300000,Julio_2024
7859652,800000,Julio_2024
7859656,750000,Julio_2024
7859657,4500000,Julio_2024
7859657,3300000,Julio_2024
7859658,1500000,Julio_2024
7859658,1300000,Julio_2024
7859659,1300000,Julio_2024
7859659,2200000,Julio_2024
7859659,600000,Julio_2024
7859660,1300000,Julio_2024
7859660,1300000,Julio_2024
7859661,900000,Julio_2024
7859662,1400000,Julio_2024
7859678,800000,Julio_2024
7859686,4500000,Julio_2024
7859690,2800000,Julio_2024
7859693,1800000,Julio_2024
7859694,1300000,Julio_2024
7859694,1300000,Julio_2024
7859695,650000,Julio_2024
7859699,1300000,Julio_2024
7859700,1200000,Julio_2024
7859701,1300000,Julio_2024
7859701,1300000,Julio_2024
7859703,1300000,Julio_2024
7859705,1300000,Julio_2024
7859707,4200000,Julio_2024
7859708,1300000,Julio_2024
7859709,1300000,Julio_2024
7859710,7500000,Julio_2024
7859710,4900000,Julio_2024
7859715,5000000,Julio_2024
7859717,1500000,Julio_2024
7859718,3300000,Julio_2024
7859718,2890000,Julio_2024
7859722,5100000,Julio_2024
7859726,1300000,Julio_2024
7859726,1300000,Julio_2024
7859728,1300000,Julio_2024
7859729,2600000,Julio_2024
7859729,1300000,Julio_2024
7859731,1300000,Julio_2024
7859733,1500000,Julio_2024
7859735,5000000,Julio_2024
7859735,4000000,Julio_2024
7859736,2200000,Julio_2024
7859736,1300000,Julio_2024
7859737,1200000,Julio_2024
7859737,2000000,Julio_2024
7859739,1300000,Julio_2024
7859742,1300000,Julio_2024
7859742,1300000,Julio_2024
7859742,1500000,Julio_2024
7859748,1300000,Julio_2024
7859749,2000000,Julio_2024
7859750,1300000,Julio_2024
7859751,1300000,Julio_2024
7859751,1300000,Julio_2024
7859752,1300000,Julio_2024
7859754,1800000,Julio_2024
7859756,1300000,Julio_2024
7859757,2400000,Julio_2024
7859763,8300000,Julio_2024
7859764,1300000,Julio_2024
7859764,1500000,Julio_2024
7859765,1300000,Julio_2024
7859766,1300000,Julio_2024
7859766,1300000,Julio_2024
7859767,1300000,Julio_2024
7859767,1300000,Julio_2024
7859768,1300000,Julio_2024
7859768,1300000,Julio_2024
7859769,1300000,Julio_2024
7859770,800000,Julio_2024
7859773,2000000,Julio_2024
7859773,1600000,Julio_2024
7859776,2500000,Julio_2024
7859777,1800000,Julio_2024
7859778,1462000,Julio_2024
7859779,1300000,Julio_2024
7859780,1300000,Julio_2024
7859782,7600000,Julio_2024
7859783,1300000,Julio_2024
7859784,1000000,Julio_2024
7859788,2800000,Julio_2024
7859788,2800000,Julio_2024
7859788,2800000,Julio_2024
7859789,3600000,Julio_2024
7859789,2500000,Julio_2024
7859789,500000,Julio_2024
7859790,4500000,Julio_2024
7859791,1300000,Julio_2024
7859793,2000000,Julio_2024
7859793,1300000,Julio_2024
7859793,1200000,Julio_2024
7859794,1450000,Julio_2024
7859795,4700000,Julio_2024
7859797,2400000,Julio_2024
7859798,2500000,Julio_2024
7859798,3900000,Julio_2024
7859803,1300000,Julio_2024
7859804,1960000,Julio_2024
7859805,1300000,Julio_2024
7859805,1300000,Julio_2024
7859809,4500000,Julio_2024
7859811,2200000,Julio_2024
7859811,2000000,Julio_2024
7859813,1300000,Julio_2024
7859813,1300000,Julio_2024
7859814,1300000,Julio_2024
7859814,1394000,Julio_2024
7859815,1300000,Julio_2024
7859815,720000,Julio_2024
7859816,3300000,Julio_2024
7859818,4300000,Julio_2024
7859819,1300000,Julio_2024
7859820,4500000,Julio_2024
7859821,1300000,Julio_2024
7859822,500000,Julio_2024
7859823,1300000,Julio_2024
7859824,1300000,Julio_2024
7859825,2652000,Julio_2024
7859827,1300000,Julio_2024
7859830,1300000,Julio_2024
7859832,2000000,Julio_2024
7859836,1300000,Julio_2024
7859838,1300000,Julio_2024
7859840,7200000,Julio_2024
7859841,1500000,Julio_2024
7859842,5700000,Julio_2024
7859846,3500000,Julio_2024
7859847,1200000,Julio_2024
7859847,1300000,Julio_2024
7859850,1460000,Julio_2024
7859850,1300000,Julio_2024
7859852,1460000,Julio_2024
7859853,1900000,Julio_2024
7859854,1460000,Julio_2024
7859855,1300000,Julio_2024
7859855,1200000,Julio_2024
7859859,1300000,Julio_2024
7859860,1300000,Julio_2024
7859861,500000,Julio_2024
7859862,1300000,Julio_2024
7859866,1500000,Julio_2024
7859868,1300000,Julio_2024
7859869,1950000,Julio_2024
7859870,800000,Julio_2024
7859872,280000,Julio_2024
7859873,1500000,Julio_2024
7859876,1300000,Julio_2024
7859877,2200000,Julio_2024
7859877,1300000,Julio_2024
7859878,1300000,Julio_2024
7859878,1300000,Julio_2024
7859880,1080000,Julio_2024
7859884,5000000,Julio_2024
7859887,1300000,Julio_2024
7859890,1300000,Julio_2024
7859891,1300000,Julio_2024
7859891,1300000,Julio_2024
7859892,1300000,Julio_2024
7859893,2200000,Julio_2024
7859896,3200000,Julio_2024
7859897,1300000,Julio_2024
7859899,4100000,Julio_2024
7859899,1800000,Julio_2024
7859900,1200000,Julio_2024
7859901,1300000,Julio_2024
7859901,1300000,Julio_2024
7859901,1300000,Julio_2024
7859902,1850000,Julio_2024
7859903,1500000,Julio_2024
7859910,1500000,Julio_2024
7859910,1800000,Julio_2024
7859915,3000000,Julio_2024
7859915,3000000,Julio_2024
7859917,1800000,Julio_2024
7859917,1600000,Julio_2024
7859919,1400000,Julio_2024
7859921,1300000,Julio_2024
7859921,1300000,Julio_2024
7859922,2000000,Julio_2024
7859923,2900000,Julio_2024
7859923,1700000,Julio_2024
7859924,2700000,Julio_2024
7859925,1000000,Julio_2024
7859928,1460000,Julio_2024
7859932,1460000,Julio_2024
7859933,400000,Julio_2024
7859935,2000000,Julio_2024
7859936,1500000,Julio_2024
7859940,1000000,Julio_2024
7859940,1000000,Julio_2024
7859940,1200000,Julio_2024
7859943,1500000,Julio_2024
7859943,1500000,Julio_2024
7859948,400000,Julio_2024
7859951,800000,Julio_2024
7859952,2300000,Julio_2024
7859954,800000,Julio_2024
7859955,800000,Julio_2024
7859956,1300000,Julio_2024
7859957,1200000,Julio_2024
7859957,300000,Julio_2024
7859961,1462000,Julio_2024
7859963,3000000,Julio_2024
7859967,6000000,Julio_2024
7859973,9200000,Julio_2024
7859974,3500000,Julio_2024
7859975,1200000,Julio_2024
7859979,1350000,Julio_2024
7859980,1300000,Julio_2024
7859981,1300000,Julio_2024
7859990,600000,Julio_2024
7859997,1300000,Julio_2024
7859998,1200000,Julio_2024
7860001,600000,Julio_2024
7860001,1000000,Julio_2024
7860003,1800000,Julio_2024
7860004,900000,Julio_2024
7860009,600000,Julio_2024
7860009,600000,Julio_2024
7860009,800000,Julio_2024
7860009,600000,Julio_2024
7860018,3870000,Julio_2024
7860023,1462000,Julio_2024
7860028,3000000,Julio_2024
7860028,1462000,Julio_2024
7860031,1300000,Julio_2024
7860033,300000,Julio_2024
7860036,900000,Julio_2024
7860044,1120000,Julio_2024
7860044,300000,Julio_2024
7860045,300000,Julio_2024
7860046,1000000,Julio_2024
7860047,1462000,Julio_2024
7860058,1300000,Julio_2024
7860058,1300000,Julio_2024
7860059,750000,Julio_2024
7860065,1300000,Julio_2024
7860067,1300000,Julio_2024
7860068,720000,Julio_2024
7860069,800000,Julio_2024
7860070,1450000,Julio_2024
7860073,1450000,Julio_2024
7860077,800000,Julio_2024
7860078,3000000,Julio_2024
7860082,3500000,Julio_2024
7860086,800000,Julio_2024
7860091,1750000,Julio_2024
7860094,2100000,Julio_2024
7860094,1600000,Julio_2024
7860094,1500000,Julio_2024
7860095,1400000,Julio_2024
7860095,550000,Julio_2024
7860096,7000000,Julio_2024
7860097,1400000,Julio_2024
